,User,CREATED_AT,LABEL,stemming_words,LIKE COUNT,FOLLOWERS COUNT
720,1.42E+18,7/31/2021 18:10,Other,මිනිහ මිනිස්සුට උදව් කරනවා පෙන්වනවා ඒත් හැම එකකම නිකං අර නාමල් රාජපක්ෂ මිනිස්සුන් උදව,6,10159
724,1.42E+18,7/31/2021 13:30,Politics,සංචාරක කර්මාන්තයට පහසුකම් දෙන්න රජය සූදානම් මුදල් අමාත්ය බැසිල් රාජපක්ෂ,0,23
726,1.42E+18,7/31/2021 12:33,Entertainment,දවසක ඒවී පියත් රාජපක්ෂ දෙන්නකෝ රේඩියෝශෝවිත්සැන්ඩි,25,7253
730,1.42E+18,7/31/2021 4:48,Other,දෙමාපිය දරුවන්ට දාද්දී කැමති වාසගමකුත් දැමීම සිරිත රටේ කී දෙනෙක් දරුවන් රාජපක්ෂ කරයී,4,1438
732,1.42E+18,7/31/2021 2:49,Other,මාධ්යකරුවාගේ ප්රශ්නය වුණේ සිංහල ජාතිකත්වය තදින් පෙනී සිටින ඔහු කෙනෙකු බැසිල් රාජපක්ෂ ද්විත්ව පුරවැසියෙකු එනම ඇමරිකා පුරවැසියෙකු පාර්ලිමේන්තුවට පැමිණීමට සූදානම් වීම දකින්නේ කෙසේ යන්නයි පිළිතුර දෙන වෙලාවේ ගෙවිඳු කුමාරතුංගගේ මුහුණ රතු වුණේ නැත,4,6721
734,1.42E+18,7/30/2021 9:36,Other,මහින්ද රාජපක්ෂ යුද්ද දිනලා එක්රැස් කරගත් සියලු පිං නැති කරගත්ත මිනිමරැවො දුෂිතයො වංචාකාරයො කප්පම කාරයො නිදහස් කරලා,23,1236
736,1.42E+18,7/30/2021 8:05,Politics,ජාතික රෝහලේ නවමෞත්ර ලිංගික ශල්යවෛද්ය වකුගඩුරෝග විද්යාතනය අග්රාමාත්යතුමාගේ සුරතින් විවෘත වෙයි ශ්රීලංකා ජාතික රෝහල් පරිශ්රයේ ඉදි කරනලද මෞත්රලිංගික ශල්යවෛද්ය වකුගඩුරෝග විද්යාතන ගොඩනැගිල් අග්රාමාත් මහින්ද රාජපක්ෂ මහතාගේ සුරතින් ඊයේ පෙරවරුවේදී විවෘත විය,2,22240
740,1.42E+18,7/30/2021 5:29,Politics,අග්රාමාත් මහින්ද රාජපක්ෂ මැතිතුමා අභිනව පත් වූ නේපාල අග්රාමාත් ෂර් බහදූර් ඩියුබා මැතිතුමාට සුබ පතයි,0,2269
744,1.42E+18,7/30/2021 2:50,Other,රාජපක්ෂ සොහොන අයිතිකාරයො නැති මල්වානෙ මාළිගාව ආසියාවෙ දෙවැනි තුංවැනි බිලියනපතියො,0,202
746,1.42E+18,7/29/2021 16:59,Politics,මහින්ද රාජපක්ෂ,1,1844
748,1.42E+18,7/29/2021 11:47,Other,මම කාරයෙක් නෙවෙයි මගේ එවු ජනතාව මං උං පෙනී ඉන්නවානමුත් ඔබතුමාට රාජපක්ෂ,0,10
750,1.42E+18,7/29/2021 11:33,Other,උබල රාජපක්ෂ නම ඇහුනත් මුත්රා නිස කාලෙ මැච් දුන්නෑ නේ ගොඩක් උන් ඕවා මතක ඒක මොන ව,0,253
752,1.42E+18,7/29/2021 11:08,Other,ව්යාපෘතියක ප්රශ්ණ පැන නගින්නේ සැළසුම දුර්වල යසාර්ථක සැළසුම පිටුපස ඉන්නේ දක්ෂ මිනිසුන් වැරදුනු බෝලය පාස් කර ගැලවෙන්න හදන්නේ වැඩ බැරි කපටියෝයරාජපක්ෂ ලා මිනී මැරීම සාර්ථකව කරන ලද එකදු ව්යාපෘතියක හෝ නැත,1,673
754,1.42E+18,7/29/2021 10:39,Other,රාජපක්ෂ සජී අනුරල සේරම නැති දවසක,1,819
756,1.42E+18,7/29/2021 9:05,Politics,අග්රාමාත් ආර්යා ශිරන්ති රාජපක්ෂ මහත්මියගේ රෝහිත රාජපක්ෂ මහතාගේ මැදිහත් වීම ලොව දකින්න වාසනා උදාකරගත් ගලෙන්බිඳුණු වැව පලුගොල්ලෑගම පදිංචි උපතින් දෑස පෙනීම අහිමි වූ හැවිරිදි ජීවන්ත රත්නා දරුවා අග්රාමාත් මහින්ද රාජපක්ෂ මහතා හමුවෙයි,45,2078
758,1.42E+18,7/29/2021 8:27,Politics,මාර්ක්ස්වාදී නෙමේ උන් චන්දෙ දීල නැහැ රැකියාව පක්ෂ දේශපාලකයෝ හොඳ දන්නවා මේකේ තියෙන ගොඩක් පට්ට බොරු ජෙප්පන්ගේ පක්ෂෙ ආධාර ලැබෙන එක ඇත්ත වුන ලංකා තියෙන ධනවත් කොම්පැනිය රටේ ඉහලම කෝටිපතියො ජෙප්පෝ කියන එක විහිළුවක් රාජපක්ෂ සමාගම තමයි ලංකාවේ ධනවත් ඩේසිආච්චි,3,2015
760,1.42E+18,7/29/2021 7:05,Politics,මුදල් අමාත්ය බැසිල් රාජපක්ෂ ශ්රී ලංකා රේගු නිලධාරින් හමුවක් තිබේ,0,23
762,1.42E+18,7/29/2021 5:50,Politics,පරාජිත අපේක්ෂක රජයේ නිලතල ලබා නොදී ජනාධිපතිවරයා මිට පෙර තීන්දු කර තිබුන ඉදිරියේ එළඹී නියමිත පළාත් පාලන මැතිවරණය ඉලක්ක කර ගනිමින් අද්දැකීම් පළපුරුදු දේශපාලන චරිත කිහිපයක ආණ්ඩුකාර ධුර ලබාදීමට රාජපක්ෂ පවුල තීන්දුකර ඇත,0,6806
764,1.42E+18,7/29/2021 3:26,Politics,ගරු අග්රාමාත් මහින්ද රාජපක්ෂ මැතිතුමාගේ සුරතින් රුපියල් මිලියන තිස්එක්දහසක් වැය කර ඉදිකරන ලද දිවයිනේ දැවැන්ත ජල සම්පාදන යෝජනා ක්රමය විසල් මාතලේ ජල සම්පාදන යෝජනා ක්රමය විද්යුත් මාර්ගස්ථ ක්රමවේදයට ජනතා අයිතියට පත් කිරීම ඊයේ අරලියගහ මන්දිරයේ විය,4,22240
766,1.42E+18,7/29/2021 3:23,Politics,විශාල ජල යෝජනා වලින් ආවරණ නොවන ග්රාමීය ප්රදේශ වලට ප්රජා ජල යෝජනා ක්රම පිරිසිදු පානීය ජලය ලබා දෙනවා ගරු අග්රාමාත් මහින්ද රාජපක්ෂ මහතා,3,8148
768,1.42E+18,7/29/2021 3:16,Politics,මාධ්ය නිවේදන විශාල ජල යෝජනා ආවරණ නොවන ග්රාමීය ප්රදේශවලට ප්රජා ජල යෝජනා ක්රම පිරිසිදු පානීය ජලය ලබාදෙනව ගරු අග්රාමාත් මහින්ද රාජපක්ෂ මහතා,2,22240
772,1.42E+18,7/28/2021 19:23,Politics,විදේශ රැකියා වල නිරත ශ්රී ලාංකිකයන රටට ශක්තිය ගරු අග්රාමාත් මහිනද රාජපක්ෂ මහතා,4,8148
774,1.42E+18,7/28/2021 17:31,Politics,විධිමත් නගර රටේ ජනතාවට උරුම කරනවා ගරු අග්රාමාත් මහින්ද රාජපක්ෂ මහතා,3,8148
776,1.42E+18,7/28/2021 14:18,Politics,අග්රාමාත් ආර්යා ශිරන්ති රාජපක්ෂ මහත්මියගේ මැදිහත් වීම ලොව දකින්න වාසනා උදාකරගත් උපතින් දෑස පෙනීම අහිමිව සිටි ගලෙන්බිඳුණු වැව පලුගොල්ලෑගම ජීවන්ත රත්නා දරුවා අද දින පෙරවරුවේ අරලියගහ මන්දිරයේ ගරු අග්රාමාත් මහින්ද රාජපක්ෂ මහතා හමුවී,2,6740
778,1.42E+18,7/28/2021 9:11,Other,පැලෝපීය නාල ධම්මික පැණිය කැළණි ගග දෙබෑකරන් රාජපක්ෂ නාගය වගේ විනෝද කතාවක් තමයි මේක වැඩේ ති,1,141
780,1.42E+18,7/28/2021 5:50,Other,බැරි අයිතිකාරයා දුන්නොත් තමයි රජයසතු ඉඩමකි නෙවිනේ ලැබිල තියෙන්නේ එත් රජය සතු ඉඩමකින,1,15
782,1.42E+18,7/28/2021 3:23,Crime,ආබාධ හේතුවෙ භානුක රාජපක්ෂ හට ඉදිරි තරග දෙක අහිමි වෙයි,7,1310
784,1.42E+18,7/28/2021 2:24,Politics,ගුරු විදුහල්පති වැටුප් විෂමතා ප්රශ්නය ලබන සතියේ පැවැත්වෙන කැබිනට් රැස්වීමේදී යළි සාකච්ඡා කර තීරණයක එළඹෙන අගමැති මහින්ද රාජපක්ෂ මහතා ගුරු විදුහල්පති සංගම් නියෝජිතයන් අද පෙරවරුවේ පැවති සාකච්ඡාවේදී ප්රකාශ කළේය,1,105
786,1.42E+18,7/27/2021 19:08,Politics,මැද පෙරදිග දකුණු ආසියාතික රටවල් වල රාජ්යතාන්ත්රිකයින් රැසක් මුදල් අමාත්ය බැසිල් රාජපක්ෂ මහතා හමුවී සාකච්ඡා පවත්වා ඇත රටවල් ශ්රී ලංකා ලබාදෙන සහයෝග අගය කළ මුදල් අමාත්යවරය කලාපීය සහයෝගීතා අන්යෝන්ය සුහදතාව වර්ධන කර ගැනීමට ඉදිරිය කටයුතු කරන සඳහන් කර ඇත,13,2078
788,1.42E+18,7/27/2021 18:12,Politics,රාජපක්ෂ ආණ්ඩුවෙ පඩිය වැඩිකළේ දීමනාවට ර වගෙ බර ගණන් එල්ලුව මිසක පෙන්ෂන් ගියාම,0,202
790,1.42E+18,7/27/2021 16:51,Other,රාජපක්ෂ ක්රීඩාංගනය පිහිටා ඇත්තේ කුමන රටේද,10,6110
792,1.42E+18,7/27/2021 16:17,Sport,ඇඟිල්ලේ ආබාධ හේතුවෙ භානුක රාජපක්ෂ ඉන්දියාව ඉදිරි තරඟ දෙකෙන් ඉවත,4,3654
794,1.42E+18,7/27/2021 15:27,Politics,ගුරු විදුහල්පති ගැටලුවලට ලබන සඳුදා විසඳුම ගුරු විදුහල්පති වැටුප් විෂමතා ගුරු විදුහල්පති සේවාව සංවෘත සේවාවක පත් කිරීම අවසන් තීරණය ලබන සඳුදා පැවැත්වෙන කැබිනට් මණ්ඩල රැස්වීමෙන් අනතුරුව ලබා දෙන අගමැති මහින්ද රාජපක්ෂ මහතා අද අරලියගහ මන්දිරයේ ප්රකාශ කළේය,3,22240
796,1.42E+18,7/27/2021 13:04,Politics,සීයක නගර සංවර්ධන ව්යාපෘතියේ අරමුණ තිරසර නගරයක පහසුකම් අත්විදිය හැකි විධිමත් නගර මෙරට ජනතාව උරුම කරදී කටයුතු කරන අග්රාමාත් මහින්ද රාජපක්ෂ මහතා පවසයි විස්තර,11,110509
798,1.42E+18,7/27/2021 11:06,Politics,කොවිඩ් කළමනාකරණ අමාත්ය නාමල් රාජපක්ෂ ජය කණුවට දුරය වැඩිදුර විස්තර,9,2182
800,1.42E+18,7/27/2021 10:27,Politics,ගරු අග්රාමාත් මහින්ද රාජපක්ෂ මැතිතුමාගේ ප්රධානත්වය විදේශ කටයුතු අමාත්ය දිනේෂ ගුණවර්ධන මැතිතුමාගේ මහාමාර්ග අමාත්ය ජොන්ස්ටන් ප්රනාන්ද මැතිතුමාගේ සහභාගීත්ව කොන්සියුලර් කාර්යාලය කුරුණෑගල නගරයේ විවෘත කළ අවස්ථාවට සහභාගි වෙමින්,0,26
802,1.42E+18,7/27/2021 7:38,Politics,එක් ආසනයක බැනර් ප්රදර්ශන විය ඇතැම් බැනර්වල බර කිලෝ දහයක තරම් වේ රට පුරා බැනර් ඉස්සුවා බැසිල් නාස්ති කර හෝ පරිසරයට එක්කර තිබෙන පීවීසී ෆ්ලෙක්ස් ප්රමාණය කිලෝ ටොන් ක්වත් විය යුතුය,2,1259
804,1.42E+18,7/27/2021 7:37,Other,බැසිල් රාජපක්ෂ කළ වැදගත්ම දෙය,2,1259
806,1.42E+18,7/27/2021 6:42,Other,එතකොට අර පෙරටුගාමී එකේ කවුද හාදයෙක් කිව්ව ත්රිවිධ හමුදාව සේවක ප්රමාණය අඩු කරන්න කි,0,125
808,1.42E+18,7/27/2021 5:58,Sport,මගේ අද එක අවිෂ්ක ප්රනාන්ද සධීර සමරවික්ර දසුන් ශානක ධනංජය සිල්වා වනිඳු හසරංග ධනංජය ලක්ෂාන මිනෝද් භානුක චාමික කරුණාරත්න ඉශාන් ජයරත්න ප්රවීන් ජයවික්රම දුශ්මන්ත චමීර භානුක රාජපක්ෂ චරිත් අසලංක ඉසුරු උදාන අකිල ධනංජය,11,2305
810,1.42E+18,7/27/2021 4:09,Crime,මුදල් ඇමැති බැසිල් රාජපක්ෂ ශ්රී ලංකා පොදුජන පෙරමුණේ ජාතික ලැයිස්තු මන්ත්රීවරයෙක් පාර්ලිමේන්තුවට පත්කිරීම ආණ්ඩුක්රම ව්යවස්ථාවේ ප්රතිපාදනවල සිදුව නැති ඔහුගේ මන්ත්රිධුරය අහෝසි කරන්නැයි ඉල්ලා විනිවිද පෙරමුණේ ලේකම් නාගානන්ද කොඩිතුවක්,4,6740
812,1.42E+18,7/27/2021 3:28,Other,ආණ්ඩුව පත් කරන්නේ රටකට කවුරු රාජපක්ෂ නමට කෙළවෙනකම් ඉන්නේ රටේ මීට යුද්ධ තියෙ,7,854
814,1.42E+18,7/27/2021 3:13,Politics,ගුරු විදුහල්පති වැටුප් විෂමතාවය සම්බන්ධ තීරණාත්මක සාකච්ඡාවක් අද දිනයේ පැවැත්වී නියමිතව තිබේ අග්රාමාත් මහින්ද රාජපක්ෂ මහතාගේ ප්රධානත්වය අග්රාමාත් කාර්යාලයේ සාකච්ඡාව පැවැත්වෙනු ඇත,0,105
816,1.42E+18,7/26/2021 22:59,Crime,ඕකෙ ප්රධාන චෝදනාවට ලක් වෙන්නෙ තව්හිද් ජමාත් සංවිධානය එක අබ්දුල් රාසික්ගේ හැ,0,125
818,1.42E+18,7/26/2021 20:01,Politics,කියන්නේ සර් පාස් රටට කෙලවෙනකම් බලන් ඉන්න දෙයක් නැහැ කෙලවෙලා ඉවරයි රාජපක්ෂ ලා ආවදා ඉදන,24,9
820,1.42E+18,7/26/2021 18:39,Other,ඉදන් සංවිධාන පිලිබඳ යම් යම් මතවාද තිබුන කියන්න බලන්න මොනාද තිබුන මතවාද එහෙනම්,0,125
822,1.42E+18,7/26/2021 15:42,Politics,මහින්ද රාජපක්ෂ ණය ගත්ත සතයක ගෙව්වද ගෙවන්න තිබුණෙ ඉඳලනෙ චීනගෙ ණය කන්දයි රටේ මුළු,0,202
824,1.42E+18,7/26/2021 12:57,Other,සැම්සන් සමූහයේ අධ්යක්ෂ කසුන් රාජපක්ෂ ලංකා හොස්පිටල්ස් අධ්යක්ෂ මණ්ඩල ලංකා හොස්පිටල්ස් කෝපරේෂන් පීඑල්සී සමාගමේ අධ්යක්ෂ මණ්ඩල සාමාජිකයෙකු දියුනුගේ දිනුජ් කසුන් රාජපක්ෂ මහතා පත් කර ඇතැයි සමාගම පවසයි ජුලි වැනිදා ක්රියාත්මක,0,6894
826,1.42E+18,7/26/2021 10:31,Politics,ආයුබෝවන් කොවිඩ්ඩ් පලය නොවන තුන්කල දර්ශණ දැක්මව බුද්දික නොවන හෙළයන් අවදි සත්ය සත්යය එවක හිටපු ගරු ජනපති මහින්ද රාජපක්ෂ ශ්රිමතානන් ජනපතිවරනය වසර තියා අර්ත ධර්මය වන්චාව දුශණයට එරෙහි දුරාචාර අපචාර අනාචාර වලකා අභිමානි රටක්,0,0
828,1.42E+18,7/26/2021 7:46,Sport,භානුක රාජපක්ෂ දෙවනි එකට නෑලු,19,5810
830,1.42E+18,7/26/2021 7:12,Politics,ශ්රී ලංකා පොදුජන පෙරමුණ පාම උපුල් මහේන්ද්ර රාජපක්ෂ,1,2800
832,1.42E+18,7/26/2021 6:26,Sport,භානුක රාජපක්ෂ හට අවසන් පන්දු වාර තරඟ දෙකත් අහිමි ලකුණු,12,1310
834,1.42E+18,7/26/2021 5:32,Politics,අර හාමදුරුවෝ වගේ තමයි මෙය කිසි හොයල බැලිල්ලක් රාජපක්ෂ නායක හාමදුරුවන්ගෙන් වච,0,68
836,1.42E+18,7/26/2021 3:07,Other,රාජපක්ෂ පවුල් පාලනයට එරෙහි ලන්ඩන් විරෝධය,15,1488
838,1.42E+18,7/26/2021 1:17,Other,උදේ පාන්දර දැක්කේ මේක රාජපක්ෂ ගෙදර බාගෙට කාබන් එක ගියපු එකක් තියෙනවානේ ඒයි මට වැරදිලාවත්ද පේන හැටිද,5,2745
840,1.42E+18,7/25/2021 19:10,Sport,භානුක රාජපක්ෂ අඩුව අපි දැණුනා පන්දු යැවීම හදාගන්න සෑහෙන කැපකිරීම් කළා පැතුම් ටත් ආබාධ අද තරඟයෙන් අනතුරුව පැවති මාධ්ය හමුව,11,3654
842,1.42E+18,7/25/2021 17:54,Crime,බ්රිතාන්ය ශ්රී ලංකා තානාපති කාර්යාලය ඉදිරිපිට රාජපක්ෂ විරෝධයෙන් ගිගුම්දෙයි,0,289
844,1.42E+18,7/25/2021 17:53,Politics,හුදු රාජපක්ෂ විරෝධී සන්ධාන වැඩක් ප්රතිපත්ති ගොඩනැඟුණු විකල්ප ඕන,1,1258
846,1.42E+18,7/25/2021 14:24,Other,රාජපක්ෂ නේව් පේමදාස හිටිය,0,150
848,1.42E+18,7/25/2021 13:55,Other,රාජපක්ෂ කඩේ කොලුවා සාත්තරත් කි,5,1236
850,1.42E+18,7/25/2021 12:34,Other,භාගයක චීනෙ භාගයක ඇමරිකාව දීල නාමික රජ පරපුර රාජපක්ෂ නමි අභිශේක ගන්වනවට කැමතියි,4,595
852,1.42E+18,7/25/2021 10:25,Other,පළවෙනි චායාරුපෙ තියෙන්න සාද පැවැත්වී තහනම් කාලේ උපන්දින සාදයක ගිහිං මාට්ටුවෙලා කොරන්ටයින් කරන්න යැවුව රාජපක්ෂ පවුලේ හිතවතෙක් ජැක්සන් ඇනතනීගේ දුව මාධවී ඇන්තනීට ලැබුන කෑම එක දෙවනි පොටෝ එකේ තියෙන්න කොරෝනා වැලඳ කොරන්ටයින් සෙන්ටර් එකක යැවුව චානක මධුසංඛ ලැබුන බත් එක,35,1075
856,1.42E+18,7/25/2021 8:05,Politics,අනාගත පරපුර පරිසරය ආරක්ෂා කරනවා අමාත්ය නාමල් රාජපක්ෂ අනාගතපරපුරවෙනුවෙන්පරිසරයආරක්ෂාකරනවාඅමාත් යනාමල්රාජපක්ෂ,0,369
860,1.42E+18,7/25/2021 6:21,Other,කිව්වා අමු ගොන් ගොබ්බ කතාවක් පාර්ලිමේන්තුවේ මුස්ලිම් මන්ත්රීවරු ඉන්නෙ කීයෙන් කී දෙ,0,125
862,1.42E+18,7/25/2021 0:15,Other,නිවුන් දරුවන් දෙන්නෙ එක්ක අරුණි රාජපක්ෂ ගත කරන සුන්දර ජිවිතේ චායාරූප,0,12
864,1.42E+18,7/24/2021 22:19,Politics,රිෂාඩ් බදියුද්දීන් මුස්ලිම් ඇමතිවරු පදවිවලින් ඉල්ලා අස්වී මහින්ද රාජපක්ෂ මතය ජුනි දින පැවැත්වූ සාකච්ඡාවක්,4,16362
866,1.42E+18,7/24/2021 17:17,Sport,ඇෆ්ගනිස්ථාන පාකිස්තාන තරග තුනකින් යුත් එක්දින තරගාවලිය මුලින් සැලසුම් කළ එක්සත අරාබි එමීර් රාජ්යය ශ්රී ලංකාවේ හම්බන්තොට මහින්ද රාජපක්ෂ ක්රීඩාංගණයේදී පැවැත්වී නියමිත වාර්තා කරයි,0,105
870,1.42E+18,8/1/2021 19:19,Crime,තීරණය ලැබුණු වහාම ක්රියාත්මක වීම ජනාධිපතිවරනයෙන් ජයගත් මෙෙත්රීපාල සිරිසේන යහපාලන ආණ්ඩුව දැනුවත්ව සිටිය සම්බන්ධ පරීක්ෂණයක් පැවැත්වූයේ නැත මංගල සමරවීර අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට කරන ලද පැමිණිල්ල දිය කර හැරියේ,0,673
874,1.42E+18,7/31/2021 17:39,Crime,කියන්නෙ දැරිය ලිංගික හිංසනය බලේන් කරගෙන ගිනි තියාගෙන සියදිවි හානිකර ගත්තා කියන,1,20
876,1.42E+18,7/31/2021 6:54,Crime,වින්දිත මිය ගිහින් සිවිල් නඩුවක් දාන් බැරි ඇත්ත ඒත් ස්ත්රී දූෂණයක සඳ,2,569
878,1.42E+18,7/31/2021 5:01,Crime,සල්ලි කුට්ටියට ඔීනෑම අපරාධය සුදු කරන්න පාදඩයන් ඉන්නකන් රටක අපරාධ වෙනවා අඩු වීමක් බදියුදීන් නිවසේ මියගියේ බාලවයස්කාරියක් නොවේ පිරුණු තරුණියක් දුෂණයක් වුණ මියගොස් නීතිය සිය දිවි නසාගත් ඇයම කීවා නීතිඥ ගුණරත්න වන්නිනායක,8,3004
880,1.42E+18,7/31/2021 4:44,Crime,සාපරාධී අපරාධ,0,2489
882,1.42E+18,7/30/2021 6:00,Crime,බණ්ඩාරගම රු කෝටි හෙරොයින ඇල්ලු පොලිස් මෙහෙයු දර්ශන සහිතයි රුපියල් කෝටි කට අධික හොරොයින් මත්කුඩු තොගයක් බණ්ඩාරගම රේරුකාන ප්රදේශයේ පුද්ගලය අද අලුයම කළුතර අපරාධ කොට්ඨාසය අත්අඩංගුව ගැණුනි විස්තර,11,110509
884,1.42E+18,7/30/2021 5:10,Crime,කොරියාවේ රැකියා දෙන පවසා මුදල් වංචා කළ පුද්ගලයින් දෙදෙනෙක් අල්ලයි කොරියාවේ රැකියා දෙන පවසමින් මුදල් වංචා කළ පුද්ගලයින් දෙදෙනෙක් මහනුවර අපරාධ ඒකකයේ නිලධාරීන අත්අඩංගුව ගෙන තිබේ විස්තර,9,110509
886,1.42E+18,7/30/2021 4:00,Crime,ප්රවාහන රාජ්ය අමාත්ය දිලුම් අමුණුගම මහතාගේ සම්බන්ධීකරණ ලේකම්වරයකු පෙනී සිටිමින් රුපියල් එක්කෝටි විසි ලක්ෂයක මුදලක් වංචා කළ කියන පුද්ගලය කැලණියේ අත්අඩංගුව ගත් කොළඹ අපරාධ කොට්ඨාසය කියයි සැකකරු සන්තක තිබී ප්රවාහන අමාත්යාංශයෙන් න,0,6740
888,1.42E+18,7/30/2021 3:27,Crime,රුපියල් කෝටි කට අධික වටිහතළිහකට අධික වටිනාකමකින් යුත් හෙරොයින තොගයක් සැකකරු බණ්ඩාරගම රේණුකාන ප්රදේශයේදී අද අළුයම කළුතර දිසා අපරාධ විමර්ශන ඒකකය අත්අඩංගුව ගෙන පොලිස් මාධ්ය ප්රකාශක ජ්යෙෂ්ඨ නියෝජ්ය පොලිස්පති අජිත් රෝහණ,0,105
890,1.42E+18,7/30/2021 3:02,Crime,ව්යාජ ලේඛන සකසා කළ වංචාව තෙල්දෙණිය අපරාධ ඒකකය ව්යාජ ලේඛන ඉදිරිපත් කළ මුදල් වංචා කිරීමක් සම්බන්ධ පුද්ගලයෙ අත්අඩංගුව ගෙන තිබේ විස්තර,6,110509
892,1.42E+18,7/29/2021 14:34,Crime,බදියුදීන් ගෙදර උන අපරාධ සියල් පොලිසිය මාධ්ය වමාරනවා අවසානය නීතියෙන් හැමෝම නිදහස් නීතිපතියත් නිහඬයි උසාවියත් නිහඬයි හිංසා විඳපු අය වැරදියි මේවා වෙන්නෙ කොහොම,11,32
894,1.42E+18,7/29/2021 13:32,Crime,රිෂාඩ් බදියුදීන්ගේ නිවසේ දරුවන්ට සිදුවූ අපරාධ රැසක් එළිය,2,2025
896,1.42E+18,7/29/2021 13:32,Crime,හෙරොයින කිලෝ සැකකරුවෙක් අත්අඩංගුව මීගොඩ පොලිස් වසමේ මීගොඩදෙණිය ප්රදේශයේ බස්නාහිර පළාත දකුණ අපරාධ කොට්ඨාසයේ නිලධාරින් හෙරොයින සැකකරුවෙක් අත්අඩංගුව ගෙන තිබේ විස්තර,5,110509
898,1.42E+18,7/29/2021 11:47,Crime,විශ්රාම ගිය ඔහු ඇෆ්ගනිස්ථානය ඇමරිකන් බුද්ධි අංශවල ඝාතන ලයිස්තු සිවිල් වැසිය මියගිය ඩ්රෝන ප්රහාර පිලිබඳ වාර්තා සඟරා ලබාදුන්නේය පැහැදිලිව සිවිල් වැසිය සිටින දැන දැන සිදුකල ඩ්රෝන ප්රහාර වාර්තාද වූ ඒවා ඇමරිකන් යුධ අපරාධ,5,4350
900,1.42E+18,7/29/2021 5:01,Crime,මත්ද්රව්ය ජාවාරමෙන් මුදල් උපයාගත ගත් රුපියල් බිලියන මුදලක් බැංකු ගිණුම් පවත්වාගෙන ගිය හැවරිදි දෙහිවල ප්රදේශයේ කාන්තාවක් මුදල් විශුද්ධි කරණ පනත යටතේ අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව අත්අඩංගුව ගෙන තිබෙනව,1,105
902,1.42E+18,7/28/2021 23:54,Crime,හරිම කනගාටු දායක සිදුවීමක් වගේ අපරාධ කරණ පුද්ගලයන් උපරිම දඩුවම් ලබා දිය යුතුයි ඒත් අපේ,0,5
904,1.42E+18,7/28/2021 20:11,Crime,අබුඩාබි අපරාධ අධිකරණය චූදිත දෙනෙකු සමාගම් මුදල් විශුද්ධිකරණ වෙළඳාම සම්බන්ධ වරදකරු කරයි,0,234
906,1.42E+18,7/28/2021 15:58,Crime,හිටපු හැමනායකයෙක්ම අද දරැවන්ට අපරාධවල වගකිවයුතු වැඩ සටහනක තිබ්බෙ නැ හරි ආයතනයක නැ උසාවි තීන්දු මුදල්වල යටවුනා දුප්පත් දරවන් දෙමව්පිය ඈත් උනා ආදරය අහිමි උනා අපරාධ මේවා මුං හැමෝම වගකිවයුතු,0,32
908,1.42E+18,7/28/2021 14:36,Crime,කවුද කිව්වේ ඒක වැරදියි කියලා මොනවා නැතත් බොන එක නවත්වන්න එපා හෙන ගහන අපරාධ ඒවා එක්සයිස් ප,1,2481
910,1.42E+18,7/28/2021 13:55,Crime,පාස්සකු ප්රහාරය සම්බන්ධ සිදුකළ ප්රකාශයක අදාලව හිටපු අමාත්ය පාර්ලිමේන්තු මන්ත්රි හරීම් ප්රනාන්ද මහතා පැය ප්රකාශයක් ලබා දීමෙන පසු අපරාධ පරීක්ක්ෂණ දෙපාර්තමේන්තුවෙන් පිටත්ව ගියේ අද පෙරවරු,1,105
912,1.42E+18,7/28/2021 12:05,Crime,අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට පැය ප්රකාශ ලබාදී හරී ප්රනාන්ද පිටව යයි,1,2025
914,1.42E+18,7/28/2021 11:01,Crime,අන් අයකු නමි පෙනී මත්තේගොඩ ප්රදේශ රැසක විහාරස්ථාන කින් රුපියල් ලක්ෂ ගණනාවක මුදල් දේපළ සොරාගෙන හෙරොයින මත්කුඩු පානය කළ කියන සිවුරු දැරු පුද්ගලය කොළඹ කෙසෙල්වතත් ප්රදේශයේදී අත්අඩංගුව ගත් බස්නාහිර පළාත දකුණු අපරාධ කොට්ඨාසය කියයි,1,6740
916,1.42E+18,7/28/2021 10:30,Crime,පාර්ලිමේන්තු මන්ත්රි හරී ප්රනාන්ද අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව,0,111
918,1.42E+18,7/28/2021 10:29,Crime,ඉපදීමයි මියයාමයි අතරට කවුද කසාදය දාපු එකා හෙනගහන අපරාධ මේවා,5,316
920,1.42E+18,7/28/2021 7:45,Crime,මෙහෙයුම් ප්රධානී මහතා අද කොළඹ අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව කැදවා තිබූ,0,8793
922,1.42E+18,7/28/2021 6:31,Crime,හරී ප්රනාන්ද අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට,0,1018
926,1.42E+18,7/28/2021 5:13,Crime,පාස්කු ඉරිදා ප්රහාරය සම්බන්ධ ප්රකාශයක් ලබාදී පාම හරී ප්රනාන්ද අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට පැමිණෙයි පොලිස් මාධ්ය ප්රකාශක,0,1277
